142071 silly lifecycle tryor@0.1.2~preinstall: no script for preinstall, continuing
148912 verbose linkBins xml2js@0.4.4
148913 verbose linkMans xml2js@0.4.4
148914 silly build selenium-webdriver@2.48.2
148915 info linkStuff selenium-webdriver@2.48.2
148916 silly linkStuff selenium-webdriver@2.48.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148917 verbose linkBins selenium-webdriver@2.48.2
148918 verbose linkMans selenium-webdriver@2.48.2
148919 silly build xmlhttprequest-ssl@1.5.1
148920 info linkStuff xmlhttprequest-ssl@1.5.1
148921 silly linkStuff xmlhttprequest-ssl@1.5.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148922 verbose linkBins xmlhttprequest-ssl@1.5.1
148923 verbose linkMans xmlhttprequest-ssl@1.5.1
148924 silly build xtend@4.0.1
148925 info linkStuff xtend@4.0.1
148926 silly linkStuff xtend@4.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148927 verbose linkBins xtend@4.0.1
148928 verbose linkMans xtend@4.0.1
148929 silly build through2@0.6.5
148930 info linkStuff through2@0.6.5
148931 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\glob-stream\node_modules as its parent node_modules
148932 verbose linkBins through2@0.6.5
148933 verbose linkMans through2@0.6.5
148934 silly build glob-stream@3.1.18
148935 info linkStuff glob-stream@3.1.18
148936 silly linkStuff glob-stream@3.1.18 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148937 verbose linkBins glob-stream@3.1.18
148938 verbose linkMans glob-stream@3.1.18
148939 silly build through2@0.6.5
148940 info linkStuff through2@0.6.5
148941 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-concat\node_modules as its parent node_modules
148942 verbose linkBins through2@0.6.5
148943 verbose linkMans through2@0.6.5
148944 silly build through2@0.6.5
148945 info linkStuff through2@0.6.5
148946 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-sass\node_modules as its parent node_modules
148947 verbose linkBins through2@0.6.5
148948 verbose linkMans through2@0.6.5
148949 silly build through2@0.6.5
148950 info linkStuff through2@0.6.5
148951 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-useref\node_modules as its parent node_modules
148952 verbose linkBins through2@0.6.5
148953 verbose linkMans through2@0.6.5
148954 silly build through2@2.0.1
148955 info linkStuff through2@2.0.1
148956 silly linkStuff through2@2.0.1 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-useref\node_modules\vinyl-fs\node_modules as its parent node_modules
148957 verbose linkBins through2@2.0.1
148958 verbose linkMans through2@2.0.1
148959 silly build is-my-json-valid@2.14.0
148960 info linkStuff is-my-json-valid@2.14.0
148961 silly linkStuff is-my-json-valid@2.14.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148962 verbose linkBins is-my-json-valid@2.14.0
148963 verbose linkMans is-my-json-valid@2.14.0
148964 silly build eslint@1.10.3
148965 info linkStuff eslint@1.10.3
148966 silly linkStuff eslint@1.10.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148967 verbose linkBins eslint@1.10.3
148968 verbose link bins [ { eslint: './bin/eslint.js' },
148968 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
148968 verbose link bins   false ]
148969 verbose linkMans eslint@1.10.3
148970 silly build har-validator@2.0.6
148971 info linkStuff har-validator@2.0.6
148972 silly linkStuff har-validator@2.0.6 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148973 verbose linkBins har-validator@2.0.6
148974 verbose link bins [ { 'har-validator': 'bin/har-validator' },
148974 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
148974 verbose link bins   false ]
148975 verbose linkMans har-validator@2.0.6
148976 silly build request@2.67.0
148977 info linkStuff request@2.67.0
148978 silly linkStuff request@2.67.0 has E:\Development\MEAN-Stack\front-end\node_modules\phantomjs\node_modules as its parent node_modules
148979 verbose linkBins request@2.67.0
148980 verbose linkMans request@2.67.0
148981 silly build request@2.65.0
148982 info linkStuff request@2.65.0
148983 silly linkStuff request@2.65.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148984 verbose linkBins request@2.65.0
148985 verbose linkMans request@2.65.0
148986 silly build node-gyp@3.4.0
148987 info linkStuff node-gyp@3.4.0
148988 silly linkStuff node-gyp@3.4.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
148989 warn prefer global node-gyp@3.4.0 should be installed with -g
148990 verbose linkBins node-gyp@3.4.0
148991 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
148991 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
148991 verbose link bins   false ]
148992 verbose linkMans node-gyp@3.4.0
148993 silly build har-validator@1.8.0
148994 info linkStuff har-validator@1.8.0
148995 silly linkStuff har-validator@1.8.0 has E:\Development\MEAN-Stack\front-end\node_modules\protractor\node_modules as its parent node_modules
148996 verbose linkBins har-validator@1.8.0
148997 verbose link bins [ { 'har-validator': 'bin/har-validator' },
148997 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\protractor\\node_modules\\.bin',
148997 verbose link bins   false ]
148998 verbose linkMans har-validator@1.8.0
148999 silly build request@2.57.0
149000 info linkStuff request@2.57.0
149001 silly linkStuff request@2.57.0 has E:\Development\MEAN-Stack\front-end\node_modules\protractor\node_modules as its parent node_modules
149002 verbose linkBins request@2.57.0
149003 verbose linkMans request@2.57.0
149004 silly build protractor@3.0.0
149005 info linkStuff protractor@3.0.0
149006 silly linkStuff protractor@3.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149007 verbose linkBins protractor@3.0.0
149008 verbose link bins [ { protractor: 'bin/protractor',
149008 verbose link bins     'webdriver-manager': 'bin/webdriver-manager' },
149008 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149008 verbose link bins   false ]
149009 verbose linkMans protractor@3.0.0
149010 silly build through2@0.6.5
149011 info linkStuff through2@0.6.5
149012 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\main-bower-files\node_modules as its parent node_modules
149013 verbose linkBins through2@0.6.5
149014 verbose linkMans through2@0.6.5
149015 silly build merge-stream@0.1.8
149016 info linkStuff merge-stream@0.1.8
149017 silly linkStuff merge-stream@0.1.8 has E:\Development\MEAN-Stack\front-end\node_modules\main-bower-files\node_modules as its parent node_modules
149018 verbose linkBins merge-stream@0.1.8
149019 verbose linkMans merge-stream@0.1.8
149020 silly build through2@2.0.1
149021 info linkStuff through2@2.0.1
149022 silly linkStuff through2@2.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149023 verbose linkBins through2@2.0.1
149024 verbose linkMans through2@2.0.1
149025 silly build gulp-sourcemaps@1.6.0
149026 info linkStuff gulp-sourcemaps@1.6.0
149027 silly linkStuff gulp-sourcemaps@1.6.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149028 verbose linkBins gulp-sourcemaps@1.6.0
149029 verbose linkMans gulp-sourcemaps@1.6.0
149030 silly build gulp-util@3.0.7
149031 info linkStuff gulp-util@3.0.7
149032 silly linkStuff gulp-util@3.0.7 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149033 verbose linkBins gulp-util@3.0.7
149034 verbose linkMans gulp-util@3.0.7
149035 silly build gulp-concat@2.6.0
149036 info linkStuff gulp-concat@2.6.0
149037 silly linkStuff gulp-concat@2.6.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149038 verbose linkBins gulp-concat@2.6.0
149039 verbose linkMans gulp-concat@2.6.0
149040 silly build gulp-footer@1.0.5
149041 info linkStuff gulp-footer@1.0.5
149042 silly linkStuff gulp-footer@1.0.5 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149043 verbose linkBins gulp-footer@1.0.5
149044 verbose linkMans gulp-footer@1.0.5
149045 silly build gulp-header@1.8.2
149046 info linkStuff gulp-header@1.8.2
149047 silly linkStuff gulp-header@1.8.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149048 verbose linkBins gulp-header@1.8.2
149049 verbose linkMans gulp-header@1.8.2
149050 silly build ternary-stream@2.0.0
149051 info linkStuff ternary-stream@2.0.0
149052 silly linkStuff ternary-stream@2.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149053 verbose linkBins ternary-stream@2.0.0
149054 verbose linkMans ternary-stream@2.0.0
149055 silly build gulp-if@2.0.1
149056 info linkStuff gulp-if@2.0.1
149057 silly linkStuff gulp-if@2.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149058 verbose linkBins gulp-if@2.0.1
149059 verbose linkMans gulp-if@2.0.1
149060 silly build through2-filter@2.0.0
149061 info linkStuff through2-filter@2.0.0
149062 silly linkStuff through2-filter@2.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149063 verbose linkBins through2-filter@2.0.0
149064 verbose linkMans through2-filter@2.0.0
149065 silly build unique-stream@2.2.1
149066 info linkStuff unique-stream@2.2.1
149067 silly linkStuff unique-stream@2.2.1 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-useref\node_modules as its parent node_modules
149068 verbose linkBins unique-stream@2.2.1
149069 verbose linkMans unique-stream@2.2.1
149070 silly build glob-stream@5.3.5
149071 info linkStuff glob-stream@5.3.5
149072 silly linkStuff glob-stream@5.3.5 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-useref\node_modules as its parent node_modules
149073 verbose linkBins glob-stream@5.3.5
149074 verbose linkMans glob-stream@5.3.5
149075 silly build vinyl-fs@2.4.3
149076 info linkStuff vinyl-fs@2.4.3
149077 silly linkStuff vinyl-fs@2.4.3 has E:\Development\MEAN-Stack\front-end\node_modules\gulp-useref\node_modules as its parent node_modules
149078 verbose linkBins vinyl-fs@2.4.3
149079 verbose linkMans vinyl-fs@2.4.3
149080 silly build unique-stream@2.2.1
149081 info linkStuff unique-stream@2.2.1
149082 silly linkStuff unique-stream@2.2.1 has E:\Development\MEAN-Stack\front-end\node_modules\main-bower-files\node_modules as its parent node_modules
149083 verbose linkBins unique-stream@2.2.1
149084 verbose linkMans unique-stream@2.2.1
149085 silly build glob-stream@4.1.1
149086 info linkStuff glob-stream@4.1.1
149087 silly linkStuff glob-stream@4.1.1 has E:\Development\MEAN-Stack\front-end\node_modules\main-bower-files\node_modules as its parent node_modules
149088 verbose linkBins glob-stream@4.1.1
149089 verbose linkMans glob-stream@4.1.1
149090 silly build vinyl-fs@1.0.0
149091 info linkStuff vinyl-fs@1.0.0
149092 silly linkStuff vinyl-fs@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules\main-bower-files\node_modules as its parent node_modules
149093 verbose linkBins vinyl-fs@1.0.0
149094 verbose linkMans vinyl-fs@1.0.0
149095 silly build through2@0.6.5
149096 info linkStuff through2@0.6.5
149097 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\vinyl-fs\node_modules as its parent node_modules
149098 verbose linkBins through2@0.6.5
149099 verbose linkMans through2@0.6.5
149100 silly build vinyl-fs@0.3.14
149101 info linkStuff vinyl-fs@0.3.14
149102 silly linkStuff vinyl-fs@0.3.14 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149103 verbose linkBins vinyl-fs@0.3.14
149104 verbose linkMans vinyl-fs@0.3.14
149105 silly build through2@0.6.5
149106 info linkStuff through2@0.6.5
149107 silly linkStuff through2@0.6.5 has E:\Development\MEAN-Stack\front-end\node_modules\wiredep\node_modules as its parent node_modules
149108 verbose linkBins through2@0.6.5
149109 verbose linkMans through2@0.6.5
149110 silly build y18n@3.2.1
149111 info linkStuff y18n@3.2.1
149112 silly linkStuff y18n@3.2.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149113 verbose linkBins y18n@3.2.1
149114 verbose linkMans y18n@3.2.1
149115 silly build yallist@2.0.0
149116 info linkStuff yallist@2.0.0
149117 silly linkStuff yallist@2.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149118 verbose linkBins yallist@2.0.0
149119 verbose linkMans yallist@2.0.0
149120 silly build lru-cache@4.0.1
149121 info linkStuff lru-cache@4.0.1
149122 silly linkStuff lru-cache@4.0.1 has E:\Development\MEAN-Stack\front-end\node_modules\cross-spawn\node_modules as its parent node_modules
149123 verbose linkBins lru-cache@4.0.1
149124 verbose linkMans lru-cache@4.0.1
149125 silly build cross-spawn@3.0.1
149126 info linkStuff cross-spawn@3.0.1
149127 silly linkStuff cross-spawn@3.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149128 verbose linkBins cross-spawn@3.0.1
149129 verbose linkMans cross-spawn@3.0.1
149130 silly build yargs@3.29.0
149131 info linkStuff yargs@3.29.0
149132 silly linkStuff yargs@3.29.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149133 verbose linkBins yargs@3.29.0
149134 verbose linkMans yargs@3.29.0
149135 silly build localtunnel@1.8.1
149136 info linkStuff localtunnel@1.8.1
149137 silly linkStuff localtunnel@1.8.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149138 verbose linkBins localtunnel@1.8.1
149139 verbose link bins [ { lt: './bin/client' },
149139 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149139 verbose link bins   false ]
149140 verbose linkMans localtunnel@1.8.1
149141 silly build camelcase@3.0.0
149142 info linkStuff camelcase@3.0.0
149143 silly linkStuff camelcase@3.0.0 has E:\Development\MEAN-Stack\front-end\node_modules\yargs-parser\node_modules as its parent node_modules
149144 verbose linkBins camelcase@3.0.0
149145 verbose linkMans camelcase@3.0.0
149146 silly build yargs-parser@2.4.1
149147 info linkStuff yargs-parser@2.4.1
149148 silly linkStuff yargs-parser@2.4.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149149 verbose linkBins yargs-parser@2.4.1
149150 verbose linkMans yargs-parser@2.4.1
149151 silly build yargs@4.8.1
149152 info linkStuff yargs@4.8.1
149153 silly linkStuff yargs@4.8.1 has E:\Development\MEAN-Stack\front-end\node_modules\sass-graph\node_modules as its parent node_modules
149154 verbose linkBins yargs@4.8.1
149155 verbose linkMans yargs@4.8.1
149156 silly build sass-graph@2.1.2
149157 info linkStuff sass-graph@2.1.2
149158 silly linkStuff sass-graph@2.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149159 verbose linkBins sass-graph@2.1.2
149160 verbose link bins [ { sassgraph: 'bin/sassgraph' },
149160 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149160 verbose link bins   false ]
149161 verbose linkMans sass-graph@2.1.2
149162 silly build node-sass@3.10.1
149163 info linkStuff node-sass@3.10.1
149164 silly linkStuff node-sass@3.10.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149165 verbose linkBins node-sass@3.10.1
149166 verbose link bins [ { 'node-sass': 'bin/node-sass' },
149166 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149166 verbose link bins   false ]
149167 verbose linkMans node-sass@3.10.1
149168 silly build yauzl@2.4.1
149169 info linkStuff yauzl@2.4.1
149170 silly linkStuff yauzl@2.4.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149171 verbose linkBins yauzl@2.4.1
149172 verbose linkMans yauzl@2.4.1
149173 silly build extract-zip@1.5.0
149174 info linkStuff extract-zip@1.5.0
149175 silly linkStuff extract-zip@1.5.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149176 verbose linkBins extract-zip@1.5.0
149177 verbose link bins [ { 'extract-zip': 'cli.js' },
149177 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149177 verbose link bins   false ]
149178 verbose linkMans extract-zip@1.5.0
149179 silly build yeast@0.1.2
149180 info linkStuff yeast@0.1.2
149181 silly linkStuff yeast@0.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149182 verbose linkBins yeast@0.1.2
149183 verbose linkMans yeast@0.1.2
149184 silly build engine.io-client@1.6.11
149185 info linkStuff engine.io-client@1.6.11
149186 silly linkStuff engine.io-client@1.6.11 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149187 verbose linkBins engine.io-client@1.6.11
149188 verbose linkMans engine.io-client@1.6.11
149189 silly build socket.io-client@1.4.8
149190 info linkStuff socket.io-client@1.4.8
149191 silly linkStuff socket.io-client@1.4.8 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149192 verbose linkBins socket.io-client@1.4.8
149193 verbose linkMans socket.io-client@1.4.8
149194 silly build socket.io@1.4.8
149195 info linkStuff socket.io@1.4.8
149196 silly linkStuff socket.io@1.4.8 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149197 verbose linkBins socket.io@1.4.8
149198 verbose linkMans socket.io@1.4.8
149199 silly build babel-core@6.7.7
149200 info linkStuff babel-core@6.7.7
149201 silly linkStuff babel-core@6.7.7 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149202 verbose linkBins babel-core@6.7.7
149203 verbose linkMans babel-core@6.7.7
149204 silly build babel-loader@6.2.5
149205 info linkStuff babel-loader@6.2.5
149206 silly linkStuff babel-loader@6.2.5 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149207 verbose linkBins babel-loader@6.2.5
149208 verbose linkMans babel-loader@6.2.5
149209 silly build babel-preset-es2015@6.6.0
149210 info linkStuff babel-preset-es2015@6.6.0
149211 silly linkStuff babel-preset-es2015@6.6.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149212 verbose linkBins babel-preset-es2015@6.6.0
149213 verbose linkMans babel-preset-es2015@6.6.0
149214 silly build browser-sync@2.9.12
149215 info linkStuff browser-sync@2.9.12
149216 silly linkStuff browser-sync@2.9.12 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149217 verbose linkBins browser-sync@2.9.12
149218 verbose link bins [ { 'browser-sync': 'bin/browser-sync.js' },
149218 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149218 verbose link bins   false ]
149219 verbose linkMans browser-sync@2.9.12
149220 silly build browser-sync-spa@1.0.3
149221 info linkStuff browser-sync-spa@1.0.3
149222 silly linkStuff browser-sync-spa@1.0.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149223 verbose linkBins browser-sync-spa@1.0.3
149224 verbose linkMans browser-sync-spa@1.0.3
149225 silly build eslint-loader@1.1.1
149226 info linkStuff eslint-loader@1.1.1
149227 silly linkStuff eslint-loader@1.1.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149228 verbose linkBins eslint-loader@1.1.1
149229 verbose linkMans eslint-loader@1.1.1
149230 silly build eslint-plugin-angular@0.12.0
149231 info linkStuff eslint-plugin-angular@0.12.0
149232 silly linkStuff eslint-plugin-angular@0.12.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149233 verbose linkBins eslint-plugin-angular@0.12.0
149234 verbose linkMans eslint-plugin-angular@0.12.0
149235 silly build gulp@3.9.1
149236 info linkStuff gulp@3.9.1
149237 silly linkStuff gulp@3.9.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149238 verbose linkBins gulp@3.9.1
149239 verbose link bins [ { gulp: './bin/gulp.js' },
149239 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149239 verbose link bins   false ]
149240 verbose linkMans gulp@3.9.1
149241 silly build gulp-angular-templatecache@1.8.1
149242 info linkStuff gulp-angular-templatecache@1.8.1
149243 silly linkStuff gulp-angular-templatecache@1.8.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149244 verbose linkBins gulp-angular-templatecache@1.8.1
149245 verbose linkMans gulp-angular-templatecache@1.8.1
149246 silly build gulp-autoprefixer@3.0.2
149247 info linkStuff gulp-autoprefixer@3.0.2
149248 silly linkStuff gulp-autoprefixer@3.0.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149249 verbose linkBins gulp-autoprefixer@3.0.2
149250 verbose linkMans gulp-autoprefixer@3.0.2
149251 silly build gulp-cssnano@2.1.2
149252 info linkStuff gulp-cssnano@2.1.2
149253 silly linkStuff gulp-cssnano@2.1.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149254 verbose linkBins gulp-cssnano@2.1.2
149255 verbose linkMans gulp-cssnano@2.1.2
149256 silly build gulp-eslint@1.0.0
149257 info linkStuff gulp-eslint@1.0.0
149258 silly linkStuff gulp-eslint@1.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149259 verbose linkBins gulp-eslint@1.0.0
149260 verbose linkMans gulp-eslint@1.0.0
149261 silly build gulp-filter@3.0.1
149262 info linkStuff gulp-filter@3.0.1
149263 silly linkStuff gulp-filter@3.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149264 verbose linkBins gulp-filter@3.0.1
149265 verbose linkMans gulp-filter@3.0.1
149266 silly build gulp-flatten@0.2.0
149267 info linkStuff gulp-flatten@0.2.0
149268 silly linkStuff gulp-flatten@0.2.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149269 verbose linkBins gulp-flatten@0.2.0
149270 verbose linkMans gulp-flatten@0.2.0
149271 silly build gulp-htmlmin@1.3.0
149272 info linkStuff gulp-htmlmin@1.3.0
149273 silly linkStuff gulp-htmlmin@1.3.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149274 verbose linkBins gulp-htmlmin@1.3.0
149275 verbose linkMans gulp-htmlmin@1.3.0
149276 silly build gulp-inject@3.0.0
149277 info linkStuff gulp-inject@3.0.0
149278 silly linkStuff gulp-inject@3.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149279 verbose linkBins gulp-inject@3.0.0
149280 verbose linkMans gulp-inject@3.0.0
149281 silly build gulp-load-plugins@0.10.0
149282 info linkStuff gulp-load-plugins@0.10.0
149283 silly linkStuff gulp-load-plugins@0.10.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149284 verbose linkBins gulp-load-plugins@0.10.0
149285 verbose linkMans gulp-load-plugins@0.10.0
149286 silly build gulp-protractor@2.1.0
149287 info linkStuff gulp-protractor@2.1.0
149288 silly linkStuff gulp-protractor@2.1.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149289 verbose linkBins gulp-protractor@2.1.0
149290 verbose linkMans gulp-protractor@2.1.0
149291 silly build gulp-rename@1.2.2
149292 info linkStuff gulp-rename@1.2.2
149293 silly linkStuff gulp-rename@1.2.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149294 verbose linkBins gulp-rename@1.2.2
149295 verbose linkMans gulp-rename@1.2.2
149296 silly build gulp-replace@0.5.4
149297 info linkStuff gulp-replace@0.5.4
149298 silly linkStuff gulp-replace@0.5.4 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149299 verbose linkBins gulp-replace@0.5.4
149300 verbose linkMans gulp-replace@0.5.4
149301 silly build gulp-rev@6.0.1
149302 info linkStuff gulp-rev@6.0.1
149303 silly linkStuff gulp-rev@6.0.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149304 verbose linkBins gulp-rev@6.0.1
149305 verbose linkMans gulp-rev@6.0.1
149306 silly build gulp-rev-replace@0.4.3
149307 info linkStuff gulp-rev-replace@0.4.3
149308 silly linkStuff gulp-rev-replace@0.4.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149309 verbose linkBins gulp-rev-replace@0.4.3
149310 verbose linkMans gulp-rev-replace@0.4.3
149311 silly build gulp-sass@2.0.4
149312 info linkStuff gulp-sass@2.0.4
149313 silly linkStuff gulp-sass@2.0.4 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149314 verbose linkBins gulp-sass@2.0.4
149315 verbose linkMans gulp-sass@2.0.4
149316 silly build gulp-size@2.0.0
149317 info linkStuff gulp-size@2.0.0
149318 silly linkStuff gulp-size@2.0.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149319 verbose linkBins gulp-size@2.0.0
149320 verbose linkMans gulp-size@2.0.0
149321 silly build gulp-uglify@1.4.2
149322 info linkStuff gulp-uglify@1.4.2
149323 silly linkStuff gulp-uglify@1.4.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149324 verbose linkBins gulp-uglify@1.4.2
149325 verbose linkMans gulp-uglify@1.4.2
149326 silly build gulp-useref@3.0.8
149327 info linkStuff gulp-useref@3.0.8
149328 silly linkStuff gulp-useref@3.0.8 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149329 verbose linkBins gulp-useref@3.0.8
149330 verbose linkMans gulp-useref@3.0.8
149331 silly build http-proxy-middleware@0.9.1
149332 info linkStuff http-proxy-middleware@0.9.1
149333 silly linkStuff http-proxy-middleware@0.9.1 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149334 verbose linkBins http-proxy-middleware@0.9.1
149335 verbose linkMans http-proxy-middleware@0.9.1
149336 silly build karma@0.13.22
149337 info linkStuff karma@0.13.22
149338 silly linkStuff karma@0.13.22 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149339 verbose linkBins karma@0.13.22
149340 verbose link bins [ { karma: './bin/karma' },
149340 verbose link bins   'E:\\Development\\MEAN-Stack\\front-end\\node_modules\\.bin',
149340 verbose link bins   false ]
149341 verbose linkMans karma@0.13.22
149342 silly build karma-coverage@0.5.5
149343 info linkStuff karma-coverage@0.5.5
149344 silly linkStuff karma-coverage@0.5.5 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149345 verbose linkBins karma-coverage@0.5.5
149346 verbose linkMans karma-coverage@0.5.5
149347 silly build karma-jasmine@0.3.8
149348 info linkStuff karma-jasmine@0.3.8
149349 silly linkStuff karma-jasmine@0.3.8 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149350 verbose linkBins karma-jasmine@0.3.8
149351 verbose linkMans karma-jasmine@0.3.8
149352 silly build karma-ng-html2js-preprocessor@0.2.2
149353 info linkStuff karma-ng-html2js-preprocessor@0.2.2
149354 silly linkStuff karma-ng-html2js-preprocessor@0.2.2 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149355 verbose linkBins karma-ng-html2js-preprocessor@0.2.2
149356 verbose linkMans karma-ng-html2js-preprocessor@0.2.2
149357 silly build karma-phantomjs-launcher@0.2.3
149358 info linkStuff karma-phantomjs-launcher@0.2.3
149359 silly linkStuff karma-phantomjs-launcher@0.2.3 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149360 verbose linkBins karma-phantomjs-launcher@0.2.3
149361 verbose linkMans karma-phantomjs-launcher@0.2.3
149362 silly build karma-phantomjs-shim@1.2.0
149363 info linkStuff karma-phantomjs-shim@1.2.0
149364 silly linkStuff karma-phantomjs-shim@1.2.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149365 verbose linkBins karma-phantomjs-shim@1.2.0
149366 verbose linkMans karma-phantomjs-shim@1.2.0
149367 silly build main-bower-files@2.9.0
149368 info linkStuff main-bower-files@2.9.0
149369 silly linkStuff main-bower-files@2.9.0 has E:\Development\MEAN-Stack\front-end\node_modules as its parent node_modules
149370 verbose linkBins main-bower-files@2.9.0
149371 verbose linkMans main-bower-files@2.9.0
